Código;Fantasia;Nome completo;Fone;UF;Cidade;Bairro;Endereço;CEP;Latitude;Longitude;F/J;Id. F.Pagto;F.Pagto;Id.Vendedor;Vendedor;Vendedor Externo;Id.Região;Região;CNPJ/CPF;Inscr. Estadual;E-mail;Cliente desde;Operador;Conceito;Id. Principal;Fantasia Principal;Id. Transportadora;Transportadora;Premiação;Frete Cli.;Emp. de Operação;Local de montagem
15.724;PISCINAS GERANIO;COMERCIAL DE PISCINAS GERANIO LTDA-EPP;21 - 24450909;RJ;RIO DE JANEIRO;TAQUARA;RUA ANDRE ROCHA,1538 - LOJA C;22710561;-23;-43;J;0;;54;VENDEDOR OFF - GERAL;;0107010101;VENDEDOR GERAL/OFF;27.619.428/0001-73;81348588;piscinasgeranio@yahoo.com.br;  /  /;;;15724;PISCINAS GERANIO;0;;;a;0;
323.053;PISOPLASTIC;PISOPLASTIC ESTRADOS PLATICOS EIRELI;COM:11-4451.1027;SP;SÃO PAULO;BRÁS;Rua do Gasômetro,540;03004-000;-24;-47;J;0;;;;;;;37.410.901/0001-61;;vendas.pisoplastic@gmail.com;  /  /;;;323053;PISOPLASTIC;0;;;a;0;
329.124;PLACCOLOR INDUSTRIA;PLACCOLOR INDUSTRIA E COMERCIO LTDA;;SP;SÃO PAULO;VILA CARRAO;RUA AIMBORES,15;03434110;-2;-43;J;0;;;;;;;56.420.004/0001-83;ISENTO;vendas2@placasexpress.com;  /  /;;;329124;PLACCOLOR INDUSTRIA;0;;;;0;
320.759;PLANTEI;PLANTEI GARDEN CENTER LTDA.;COM:14-3379.1201  COM:14-3379.1238;SP;SALTO GRANDE;VILA SAO GERALDO;R JOSE BONIFACIO,1411;19920000;0;0;J;0;;;;;;;18.358.666/0001-81;601.008.989.110;ananiasbotelho@uol.com.br;  /  /;;;0;;0;;;a;0;
325.288;PLASBIN CAIXAS E UTS;PLASBIN INDUSTRIA E COMERCIO DE PLASTICA;;RS;CAXIAS DO SUL;SAO VICTOR COHAB;Avenida Mauricio Sirotsky Sobrinho,3145;95088-600;-29;-51;J;0;;;;;;;44.159.735/0001-38;029/0687250;comercial@siplasplasticos.com.br;  /  /;;;325288;PLASBIN CAIXAS E UTS;0;;;;0;
150.419;PLASTITALIA INDUSTRI;PLASTITALIA INDUSTRIA  E COMERCIO DE PLA;COM:54-211.2477;RS;CAXIAS DO SUL;PIO X;RUA JOSÉ SOARES DE OLIVEIRA,2352;95034-100;0;0;J;0;;;;;;;02.691.861/0001-99;029/0334128;alessandra@plastitalia.com.br;  /  /;;;0;;0;;;a;0;
324.410;PLAYBACK AUDIOVISUA;PLAYBACK AUDIOVISUAL LTDA;;SP;SAO PAULO;VILA ALPINA;Rua Catuaba,486C;03208-000;-24;-47;J;0;;;;;;;18.303.075/0001-07;ISENTO;comercial@playbackav.com.br;  /  /;;;324410;PLAYBACK AUDIOVISUA;0;;;;0;
326.542;PLUS BRINDES;GRAPH PLUS EDITORA E COMERCIO DE BRINDEA;;SP;SAO PAULO;MOOCA;Rua Marina Crespi,159 - ANEXO 165 E;03112-090;-24;-47;J;0;;;;;;;03.062.378/0001-08;123158906115;comercial@plusbrindes.com.br;  /  /;;;326542;PLUS BRINDES;0;;;;0;
148.258;PLUXEE BENEFICIOS;PLUXEE BENEFICIOS BRASIL S A;COM:11-3003.5083;SP;SAO PAULO;PINHEIROS;Avenida Doutora Ruth Cardoso 7221,7221 - CONJ 801/901 E 1201;05425-902;-24;-47;J;0;;;;;;;69.034.668/0001-56;;paloma.andrade@sodexo.com;  /  /;;;148258;PLUXEE BENEFICIOS;0;;;a;0;
326.409;POINT 106 ELETRONICA;POINT 106 ELETRONICOS LTDA;;RJ;RIO DE JANEIRO;MADUREIRA;Rua Conselheiro Galvao,58;21360-000;-23;-43;J;0;;;;;;;23.716.354/0001-32;87055914;point106@gmail.com;  /  /;;;326409;POINT 106 ELETRONICA;0;;;;0;
150.441;POLOAR;UNIAR COMERCIO DE ELETRO ELETRONICO E SE;COM:11-3648.8634;MG;EXTREMA;DOS PIRES;ESTRADA MUNICIPAL JOSE GERALDO APARECIDO/FISGAO,2539 - PAVIM;37640-000;0;0;J;0;;;;;01010101;AREA RJ;18.928.807/0001-54;0022282800028;luana.pires@poloar.com.br;  /  /;;;0;;0;;;a;0;
325.569;PONTO CENTRAL;PONTO CENTRAL PECAS E ACESSORIOS LTDA;;SP;SAO PAULO;BELENZINHO;Rua Coronel Antonio Marcelo,511;03054-040;-24;-47;J;0;;;;;;;06.206.557/0001-60;116922190111;site;  /  /;;;325569;PONTO CENTRAL;0;;;;0;
321.787;PONTO DA ELETRONICA;PONTO DA ELETRONICA COMERCIO VAREJISTA I;;SP;SÃO PAULO;SANTA EFIGÊNIA;Rua Vitória,119;01210-001;-24;-47;J;0;;;;;;;05.701.783/0001-54;116.611.130.116;kelly@pontodaeletronica.com.br;  /  /;;;321787;PONTO DA ELETRONICA;0;;;a;0;
321.491;PONTO FRIO BONZAO;VIA S.A.;;RJ;RIO DE JANEIRO;TAQUARA;Rua Apiacás,435;22730-190;0;0;J;0;;;;;;;33.041.260/0180-20;85814958;setorfiscal.csc@viavarejo.com.br;  /  /;;;321491;PONTO FRIO BONZAO;0;;;a;0;
325.066;PORCINI TRATTORIA LA;PORCINI TRATTORIA LTDA;;PR;CURITIBA;BATEL;Rua Buenos Aires,277;80250-070;-25;-49;J;0;;;;;;;11.260.875/0001-49;ISENTO;blicharski@hotmail.com;  /  /;;;325066;PORCINI TRATTORIA LA;0;;;;0;
150.063;POWER BI EXPERIENCEA;XPERIUN EDUCAÇÃO EM ANALISE DE DADOS LTA;COM:48-9150.9779;SC;BIGUAÇU;BEIRA RIO;Avenida Deltaville,150 - LOTE 100;88164-230;-27;-49;J;0;;;;;;;28.381.938/0001-18;ISENTO;karpaa@gmail.com;  /  /;;;150063;POWER BI EXPERIENCEA;0;;;a;0;
329.235;PREFEITURA MUNICIPAL;PREFEITURA MUNICIPAL DE COARACI;COM:22-1414.1412;BA;COARACI;CENTRO;AV. JURACY MAGALHÃES,244;45638-000;-25;-23;J;0;;;;;0103010101;NE/OFF-LENTES;14.147.474/0001-75;;@bxcgvxfmj;  /  /;;;329235;PREFEITURA MUNICIPAL;0;;;;0;
151.390;PREVENÇAO CURSOS TRE;PREVENÇAO CENTRO DE TREINAMENTO E CONSUL;COM:21-4104.7970;RJ;RIO DE JANEIRO;CAMPO GRANDE;Rua Alfredo de Morais,524;23080-100;-23;-44;J;0;;;;;;;23.878.660/0001-75;;contato@cursosprevencao.com;  /  /;;;151390;PREVENÇAO CURSOS TRE;0;;;a;0;
321.498;PRIETO BRINDES - BRS;DEBELA PRESENTES CORPORATIVOS LTDA;;SP;BARUERI;NOVA ALDEINHA/ALDEIA;Rua Benedito Dias,87;06440-145;0;0;J;0;;;;;;;43.388.002/0001-02;206.714.888-114;vendas7@prietobrindes.com.br;  /  /;;;321498;PRIETO BRINDES - BRS;0;;;a;0;
323.052;PRIME PLASTICO;PRIME PLASTICO COMERCIO E DISTRIBUIDORAA;COM:21-6431.9263;RJ;SÃO JOÃO DE MERITI;VILA NORMA;Rua Higino Marzo,93;25535-261;-23;-43;J;0;;;;;;;43.461.480/0001-09;12.213.077;diego_manuelll@hotmail.com;  /  /;;;323052;PRIME PLASTICO;0;;;a;0;
322.113;PRINTFLEX;PRINTFLEX SOLUCOES EM IMPRESSAO INDUSTRA;COM:19-3867.4331;SP;JAGUARIÚNA;LOTEAMENTO SÃO PEDRO;Rua Artur Venturini,101;13912-826;-23;-47;J;0;;;;;;;26.949.521/0001-83;395060978119;adm@printflexsolucoes.com.br;  /  /;;;322113;PRINTFLEX;0;;;a;0;
325.063;PRODEL EVENTOS;PRODEL LOCACAO DE EQUIPAMENTOS PARA EVE;;MG;BELO HORIZONTE;FUNCIONARIOS;Rua Rio Grande do Norte,1289 - SALA 601;30130-138;-20;-44;J;0;;;;;;;64.295.074/0001-85;ISENTO;marcelo@prodeleventos.com.br;  /  /;;;325063;PRODEL EVENTOS;0;;;;0;
323.622;PROESI;PROESI COMPONENTES ELETRONICOS LTDA;COM:47-3080.5529;SC;BLUMENAU;ITOUPAVA NORTE;Via Expressa Paul Fritz Kuehnrich,1577 - TERREO SALA 01;89052-381;-27;-49;J;0;;;;;;;10.428.528/0001-10;255727410;financeiro@proesi.com.br;  /  /;;;323622;PROESI;0;;;;0;
323.920;PROFILE;PROFILE INFORMATICA LTDA;;RJ;RIO DE JANEIRO;COPACABANA;Rua Santa Clara,148;22041-012;-23;-43;J;0;;;;;;;01.704.489/0001-45;;ac.ecac.rj@gmail.com;  /  /;;;323920;PROFILE;0;;;;0;
327.594;PROFILM DO BRASIL;PROFILM DO BRASIL COMERCIAL LTDA;;SP;SAO PAULO;IPIRANGA;Rua Lima e Silva,727;04215-020;-24;-47;J;0;;;;;;;47.825.312/0001-06;136793688118;site;  /  /;;;327594;PROFILM DO BRASIL;0;;;;0;
323.460;PROLAB;PRO-LAB MATERIAIS PARA LABORATORIOS LTDA;COM:11-5671.9100;SP;SÃO PAULO;VILA PAULISTA;Avenida Doutor Lino de Moraes Leme,127;04360-001;-24;-47;J;0;;;;;;;52.078.276/0001-96;110.754.931.115;rafael@prolab.com.br;  /  /;;;323460;PROLAB;0;;;;0;
147.133;PROPORTIO MONTAGENS;PROPORTIO MONTAGENS E LOCACOES LTDA;COM:11-3857.7763;SP;SAO PAULO;LIMAO;Avenida Professor Celestino Bourroul,685;02710-001;-24;-47;J;0;;;;;;;09.331.251/0001-23;148086100110;proportio@proportio.com.br;  /  /;;;147133;PROPORTIO MONTAGENS;0;;;a;0;
325.479;PROQUIMIOS;PROQUIMIOS CHEMICALS LTDA;COM:21-218318.5114;RJ;RIO DE JANEIRO;BANGU;Rua Coronel Tamarindo,0000;21840-447;-23;-43;J;0;;;;;;;45.914.544/0001-05;12430175;nattalylopes.vendas@proquimios.com.br;  /  /;;;325479;PROQUIMIOS;0;;;;0;
112.305;PROSIGN  INDUSTRIA;PROSIGN  INDUSTRIA  E COMERCIO LTDA;COM:21-3390.0509;RJ;RIO DE JANEIRO;SAO CRISTOVAO;Rua Sinimbu,485 - PARTE E 503;20910-180;-23;-43;J;0;;;;;;;05.085.879/0001-35;77371648;comercial.selma@geka.com.br;  /  /;;;112305;PROSIGN  INDUSTRIA;0;;;a;0;
327.103;PROVEN ENGENHARIA DA;PROVEN ENGENHARIA DE EVENTOS LTDA;;ES;VITORIA;CENTRO;Rua Alberto de Oliveira Santos,42 - EDIF AMES SALA 1617;29010-250;-20;-40;J;0;;;;;;;24.806.605/0001-32;083171100;eduardo@proven.com.br;  /  /;;;327103;PROVEN ENGENHARIA DA;0;;;;0;
150.119;PSI TECNOLOGIA;PSI TECNOLOGIA LTDA;COM:11-9961.3675;ES;SERRA;TERMINAL INTERMODAL DA SERRA;Avenida Cem,S/N;29161-384;-20;-40;J;0;;;;;;;45.795.796/0002-35;083.491.03-1;lcpalmiro@psitecnologia.com.br;  /  /;;;150119;PSI TECNOLOGIA;0;;;a;0;
145.657;PSN TRANSPORTES;PSN TRANSPORTES;;RJ;RIO DE JANEIRO;CAJU;Rua Carlos Seidl,551;20931-002;0;0;J;0;;;;;;;03.676.824/0001-74;;psbntrasportes@gmail.com;  /  /;;;0;;0;;;a;0;
326.687;PUT PUT COMERCIO LTA;PUT PUT COMERCIO LTDA;;SP;SAO PAULO;CENTRO;Rua Florencio de Abreu,631;01029-001;-24;-47;J;0;;;;;;;44.650.451/0001-40;133803558114;putputyang2022@gmail.com;  /  /;;;326687;PUT PUT COMERCIO LTA;0;;;;0;
151.012;PWI SISTEMA;PASSWORD MANUTENCAO DE SISTEMA;COM:11-4810.3505  COM:11-98456.4943;SP;SÃO PAULO;PINHEIROS;Rua Professor Carlos Reis,39;05424-020;0;0;J;0;;;;;;;04.513.950/0001-70;;financeiro@pwi.com.br;  /  /;;;0;;0;;;a;0;
326.515;PWI SOLUCOES EM TEC;PWI SOLUCOES EM TECNOLOGIA LTDA;COM:11-3111.2432;SP;SAO PAULO;PINHEIROS;Rua Professor Carlos Reis,39;05424-020;-24;-47;J;0;;;;;;;54.020.572/0001-61;79999263;legalizacao2@kidocontabil.com.br;  /  /;;;326515;PWI SOLUCOES EM TEC;0;;;;0;
321.604;QUALIFER;QUALIFER TELECOM FERRAGENS LTDA;COM:11-2157.7539;SP;SÃO PAULO;INTERLAGOS;Avenida Benedito Ferreira Silva,S/N;04786-000;-24;-47;J;0;;;;;0102;REGIONAL SP;42.615.876/0001-92;131531843114;vendas@correiascastelo.com.br;  /  /;;;321604;QUALIFER;0;;;a;0;
327.637;QUALIFLEX DESIGN DEA;QUALIFLEX DESIGN DE MOVEIS CORPORATIVOSA;COM:11-113554.9003;SP;GUARULHOS;CIDADE BRASIL;Avenida Sao Paulo,155;07052-160;-23;-47;J;0;;;;;;;33.073.098/0001-66;796867327110;legal01@lagoacontabilidade.com.br;  /  /;;;327637;QUALIFLEX DESIGN DEA;0;;;;0;
323.962;QUALITEC FERRAMENTAA;QUALITEC FERRAMENTARIA LTDA;COM:24-242243.2950;RJ;PETROPOLIS;QUITANDINHA;RUA PARA,S/N;25650-320;0;0;J;0;;;;;;;14.030.947/0001-50;79456799;administrativo@qualitecferramentaria.com.br;  /  /;;;323962;QUALITEC FERRAMENTAA;0;;;;0;
328.239;QUALITY21 COMERCIO A;QUALITY21 COMERCIO E SERVICOS LTDA;;SP;SAO PAULO;JARDIM SANTA EMILIA;Rua Professor Arnaldo Joao Semeraro,789;04184-000;0;0;J;0;;;;;;;40.964.921/0001-99;130686063117;fabionascto@hotmail.com;  /  /;;;328239;QUALITY21 COMERCIO A;0;;;;0;
145.018;QUALYLAB ANALISES E;QUALYLAB ANALISES E PROJETOS AMBIENTAIS;COM:46-2599.9759;RJ;RIO DE JANEIRO;RAMOS;Rua Andre Pinto,46;21031-790;-23;-43;J;0;;;;;;;03.248.364/0001-83;02637707;adm@qualylab.com.br;  /  /;;;145018;QUALYLAB ANALISES E;0;;;a;0;
326.023;QUEEN ELIZABETH;QUEEN ELIZABETH REPRESENTACOES COMERCIAA;;RJ;RIO DE JANEIRO;BARRA DA TIJUCA;Avenida das Americas,7607 - LOJA 213;22793-081;-23;-43;J;0;;;;;;;29.939.816/0001-67;ISENTO;comercial2@queenelizabeth.com.br;  /  /;;;326023;QUEEN ELIZABETH;0;;;;0;
147.113;QUEST LABOR-PROD.E S;QUEST LABOR-PROD.E SERV.LABORATORIOS;;RJ;RIO DE JANEIRO;CAMPO GRANDE;ESTRADA DA POSSE 1796 LOJA D;23088000;0;0;J;0;;;;;;;08.874.311/0001-91;04030419;questlabor@questlabor.com.br;  /  /;;;0;;0;;;a;0;
328.444;R P DA COSTA;R P DA COSTA COMUNICACAO LTDA;COM:93-9922.0284;PA;SANTAREM;SANTISSIMO;Avenida Dom Frederico Costa,1136 - SALA A;68010-300;0;0;J;0;;;;;0106010105;NO/OFF-LENTES;31.343.165/0001-90;15.614.610-0;contato.tapajos01@gmail.com;  /  /;;;328444;R P DA COSTA;0;;;;0;
326.380;R&C ILUMINE E UTILIS;NEUBERTO FERREIRA DA COSTA;COM:35-98845.6508;MG;CACHOEIRA DE MINAS;CENTRO;R GETULIO VARGAS,573;37545-000;-22;-46;J;0;;;;;;;41.373.241/0001-63;00409655900062;costastoreminas@gmail.com;  /  /;;;326380;R&C ILUMINE E UTILIS;0;;;;0;
323.944;R&K TOLDOS E COBERTS;ROSANGELA SOUSA SANTOS 10677118724;COM:21-8086.4492;RJ;DUQUE DE CAXIAS;VILA LEOPOLDINA;Avenida Prefeito Braulino de Matos Reis,1435;25060-445;-23;-43;J;0;;;;;;;39.997.017/0001-09;;rosangela.santtos2012@gmail.com;  /  /;;;323944;R&K TOLDOS E COBERTS;0;;;;0;
327.302;R.D.O. COMERCIAL LTA;R.D.O. COMERCIAL LTDA;;SP;HORTOLANDIA;JARDIM TERRAS DE SANTO ANTONIO;Rua Otavio Rosolen,1379;13185-563;-23;-47;J;0;;;;;;;33.949.274/0003-42;671612723110;site;  /  /;;;327302;R.D.O. COMERCIAL LTA;0;;;;0;
16.433;RACITEC;RACITEC HIDRAULICA LTDA;21 - 30788200;RJ;RIO DE JANEIRO;PENHA;RUA CUBA,,301;21020160;-23;-43;J;0;;649;EDUARDO LOPES;;0101010107;EDUARDO LOPES;32.216.244/0001-00;83613912;racitec@racitec.com.br;  /  /;;;16433;RACITEC;0;;;a;0;
329.313;RAFAEL VIANA;48.877.590 RAFAEL VIANA;;MG;BELO HORIZONTE;SAO GABRIEL;Rua Mae DAgua,150;31980-410;32;-20;J;0;;;;;;;48.877.590/0001-61;ISENTO;recriarengenharia13@gmail.com;  /  /;;;329313;RAFAEL VIANA;0;;;;0;
145.658;RAPIDO ITAQUA LTDA;RAPIDO ITAQUA LTDA;;RJ;RIO DE JANEIRO;OLARIA;;21021370;0;0;J;0;;;;;;;03.610.402/0004-49;.NULL.;;  /  /;;;0;;0;;;a;0;
328.089;RB CADEIRAS E ACESSA;RB CADEIRAS E ACESSORIOS PARA MOVEIS LTA;;SP;GUARULHOS;CIDADE JARDIM CUMBICA;Avenida Regis,540;07180-120;-23;-46;J;0;;;;;;;46.800.208/0001-96;127695640112;maal6263@terra.com.br;  /  /;;;328089;RB CADEIRAS E ACESSA;0;;;;0;
327.503;RBL2 COMERCIO;RBL2 COMERCIO LTDA;;SP;SAO PAULO;VILA FORMOSA;Rua Pretoria,893;03416-000;-24;-47;J;0;;;;;;;46.941.526/0001-77;ISENTO;site;  /  /;;;327503;RBL2 COMERCIO;0;;;;0;
326.237;RBR COMERCIO E IM.;R B R COMERCIO E IMPORTACAO LTDA.;COM:44-9944.8141;PR;MARINGA;JARDIM ALVORADA;Avenida Lucilio de Held,430;87033-230;-23;-52;J;0;;;;;;;29.462.003/0001-29;9077056332;softinox2019@gmail.com;  /  /;;;326237;RBR COMERCIO E IM.;0;;;;0;
324.809;RCC QUALITY GRAFICAA;RCC QUALITY GRAFICA E EDITORA LTDA;COM:21-213505.6695;RJ;RIO DE JANEIRO;BENFICA;Rua Costa Lobo,352;20911-180;-23;-43;J;0;;;;;;;06.042.984/0001-50;77664190;rccqualitygraficaeditora@gmail.com;  /  /;;;324809;RCC QUALITY GRAFICAA;0;;;;0;
329.269;RCDELETRICA;RCDELETRICA COMERCIAL LTDA;;SP;SAO PAULO;JARDIM ARICANDUVA;Avenida Governador Adhemar Pereira de Barros,14;03454-070;3;-24;J;0;;;;;;;42.879.037/0001-81;131656362117;site;  /  /;;;329269;RCDELETRICA;0;;;;0;
319.126;RCM VEDACOES;RCM VEDACOES E ACESSORIOS IND EIRELI;COM:11-4784.6183;SP;SÃO ROQUE;CENTRO;Rua Rui Barbosa,453;18130-440;0;0;J;0;;;;;;;27.349.733/0001-92;653.095.660.115;"paulo@moraesesantos.com.br;dayne@rcmvedacoes.com.br";  /  /;;;0;;0;;;a;0;
328.184;RDS COMPONENTES ELES;RDS COMPONENTES ELETRONICOS LTDA;COM:47-479631.2840;SC;JOINVILLE;ANITA GARIBALDI;Rua Eugenio Moreira,201;89202-100;0;0;J;0;;;;;;;40.037.601/0001-93;260824240;rafael@tuffo.org;  /  /;;;328184;RDS COMPONENTES ELES;0;;;;0;
328.486;RE7 ACESSORIOS NACIA;RE7 ACESSORIOS NACIONAIS E IMPORTADOS LA;COM:11-116434.8619;SP;DIADEMA;CENTRO;Avenida Sete de Setembro,728;09912-010;0;0;J;0;;;;;;;52.307.265/0001-30;286833569113;regis.lsilva74@gmail.com;  /  /;;;328486;RE7 ACESSORIOS NACIA;0;;;;0;
136.237;RE9 FABRICACAO COM D;RE9 FABRICACAO COM DE SERV MAQ E INST IN;COM:11-11521.2057;SP;SAO PAULO;SANTO AMARO;Avenida Vereador Jose Diniz,3720;04604-007;-24;-47;J;0;;;;;;;01.835.837/0001-13;;re9@re9comercio.com.br;  /  /;;;136237;RE9 FABRICACAO COM D;0;;;a;0;
100.217;REAL FILIPAPER EMBAL;REAL FILIPAPER EMBALAGENS LTDA;COM:21-2651.5775;RJ;SÃO JOÃO DE MERITI;JARDIM MERITI;RUA JOANA KALIL,701;25555-100;0;0;J;0;;;;;;;05.735.237/0001-34;77578900;real.filipaper@gmail.com;  /  /;;;0;;0;;;a;0;
319.128;REAL PRIME;REAL PRIME IMPORT COM IMP DE PROD AUTOM;COM:43-3324.7363;PR;LONDRINA;RODOCENTRO;Avenida Arthur Thomas,263;86065-000;0;0;J;0;;;;;;;13.018.340/0001-91;9054347305;admin@soft99brasil.com.br;  /  /;;;0;;0;;;a;0;
322.334;RECITEK TECNOLOGIA;RECYCARE RECYCLEIN AMBIENTAL EIRELI;;SP;SÃO BERNARDO DO CAMPO;BATISTINI;Estrada Galvão Bueno,10165;09842-080;-24;-47;J;0;;;;;;;30.475.482/0001-05;799063335113;elaine-fariasdasilva@hotmail.com;  /  /;;;322334;RECITEK TECNOLOGIA;0;;;a;0;
329.044;RECURSO DIGITAL;RECURSO DIGITAL DESENVOLVIMENTO LTDA;;SP;SAO PAULO;MOOCA;Rua Visconde de Laguna,56 - 2º ANDAR;03112-110;3;-24;J;0;;;;;;;33.755.289/0001-08;ISENTO;esampedro@recursodigital.com.br;  /  /;;;329044;RECURSO DIGITAL;0;;;;0;
321.492;REDD PROMOCIONAL;REDD COMERCIO DE PRODUTOS PROMOCIONAIS A;;SP;SÃO PAULO;SANTANA;Rua Alfredo Pujol,1582;02017-004;0;0;J;0;;;;;;;08.373.817/0001-17;149.468.656.111;sabino@redd.com.br;  /  /;;;321492;REDD PROMOCIONAL;0;;;a;0;
323.022;REDE SERVICOS;REDE SERVICOS COMERCIO E SOLUCOES EM TEA;COM:21-3936.0315;RJ;RIO DE JANEIRO;TANQUE;Avenida Nelson Cardoso,795;22730-000;-23;-43;J;0;;;;;;;14.181.696/0001-04;79468479;comercial@redeservicos.net;  /  /;;;323022;REDE SERVICOS;0;;;a;0;
327.598;REFRIGAS;REFRIGAS COMERCIO E SERVICOS DE REFRIGEA;;SP;BAURU;CENTRO;Rua Araujo Leite,735;17010-160;-22;-49;J;0;;;;;;;61.649.760/0001-19;209.128.251.113;site;  /  /;;;327598;REFRIGAS;0;;;;0;
327.435;REFRIGAS COMERCIO;REFRIGAS COMERCIO E SERVICOS DE REFRIGEA;;MS;TRES LAGOAS;JARDIM ANGELICA;Avenida Ranulpho Marques Leal,738;79611-100;-21;-52;J;0;;;;;;;61.649.760/0005-42;284117420;site;  /  /;;;327435;REFRIGAS COMERCIO;0;;;;0;
325.672;REFRIGERACAO.VAL;HERVAL RIBEIRO DE CARVALHO FILHO 0009551;;RJ;RIO DE JANEIRO;TAQUARA;Estrada Rodrigues Caldas,815;22713-375;-23;-43;J;0;;;;;;;44.504.974/0001-88;ISENTO;refrigeracao.val@hotmail.com;  /  /;;;325672;REFRIGERACAO.VAL;0;;;;0;
319.168;REFRIPARTS COMERCIAL;REFRIPARTS COMERCIO DE REFRIGERACAO EIRI;COM:19-3402.7007  COM:19-97420.2504;SP;PIRACICABA;VILA INDEPENDÊNCIA;Rua Santos Dumont,509;13418-120;0;0;J;0;;;;;;;07.006.993/0001-58;535391739110;refriparts@refriparts.com.br;  /  /;;;0;;0;;;a;0;
319.108;REFRISOL;REFRISOL COMERCIO DE REFRIGERACAO EIRELI;COM:46-3524.2332;PR;FRANCISCO BELTRÃO;INDUSTRIAL;Avenida Antônio de Paiva Cantelmo,112;85601-270;0;0;J;0;;;;;;;02.551.354/0001-50;90161360-58;lojavirtual@refrisol.com.br;  /  /;;;0;;0;;;a;0;
326.851;REFRITRONICOS COMER.;REFRITRONICOS COMERCIO E SERVICOS TECNI.;;RJ;RIO DE JANEIRO;PENHA CIRCULAR;AV LOBO JUNIOR,960;21020125;-23;-43;J;0;;;;;;;27.691.358/0001-64;;refritronicos@gmail.com;  /  /;;;326851;REFRITRONICOS COMER.;0;;;;0;
324.878;REI DAS FECHADURAS;REI DAS FECHADURAS LTDA;;PR;CURITIBA;CENTRO;Avenida Visconde de Guarapuava,1915;80060-060;-25;-49;J;0;;;;;;;77.620.599/0002-71;1016252227;site;  /  /;;;324878;REI DAS FECHADURAS;0;;;;0;
324.797;REI DAS FECHADURAS A;REI DAS FECHADURAS LTDA;COM:41-413016800.8418;PR;CURITIBA;BOA VISTA;Avenida Anita Garibaldi,1854;82200-540;-25;-49;J;0;;;;;;;77.620.599/0001-90;1014094225;reidasfechaduras@mps.com.br;  /  /;;;324797;REI DAS FECHADURAS A;0;;;;0;
323.256;REI DAVI EMBALAGENS;REI DAVI EMBALAGENS DA TAQUARA LTDA;COM:21-2583.4263;RJ;RIO DE JANEIRO;TAQUARA;Estrada dos Bandeirantes,1430;22775-109;-23;-43;J;0;;;;;;;18.548.716/0001-93;79972223;reidaviembalagens.com.br;  /  /;;;323256;REI DAVI EMBALAGENS;0;;;;0;
320.908;REI DO EPI;REI DO EPI EQUIPAMENTOS DE PROTECAO EIR;COM:21-9184.6244;RJ;RIO DE JANEIRO;SÃO CRISTÓVÃO;Rua Figueira de Melo,310;20941-000;0;0;J;0;;;;;;;36.027.327/0001-02;11.645.100;jefferson@reidoepi.com.br;  /  /;;;0;;0;;;a;0;
328.487;REINALDO MOREIRA DE4;REINALDO MOREIRA DE OLIVEIRA NETO 388494;;SP;SAO PAULO;JARDIM DAS OLIVEIRAS;Rua Doutor Jose Pereira Gomes,SN;08111-310;0;0;J;0;;;;;;;33.745.306/0001-26;126152147112;reinaldo.neto4@gmail.com;  /  /;;;328487;REINALDO MOREIRA DE4;0;;;;0;
147.090;REPROMED COM DE MAT;REPROMED COM DE MAT MEDICO HOSP LTDA;COM:21-2595.2326;RJ;RIO DE JANEIRO;PIEDADE;RUA ANTÔNIO VARGAS,146;20751-360;0;0;J;0;;;;;;;40.169.724/0001-88;84159034;repromed.luvas@gmail.com;  /  /;;;0;;0;;;a;0;
319.278;RESFRIAR;WG FIX COMERCIO E SERVICOS DE AR CONDICI;CEL:21-98025.3131  COM:21-3129.2806;RJ;RIO DE JANEIRO;RECREIO DOS BANDEIRANTES;Avenida Salvador Allende,6700;22790-714;0;0;J;0;;;;;;;23.235.832/0001-92;11.519.98-9;vendas.resfriarclimarj@gmail.com;  /  /;;;0;;0;;;a;0;
319.360;RESOLVE.COM;CLAUDIANO CORCINO COSTA 05510272406;COM:21-9466.3748;RJ;RIO DE JANEIRO;GARDÊNIA AZUL;Rua Aparai,161 - CASA 4;22765-670;0;0;J;0;;;;;;;32.778.902/0001-40;ISENTO;claudiano.cangaia@hotmail.com;  /  /;;;0;;0;;;a;0;
325.368;RESTAURANTE CANTO;RESTAURANTE CANTO DO VINHO LTDA;;ES;VITORIA;PRAIA DO CANTO;Rua Aleixo Netto,1702 - LOJA 04;29055-260;-20;-40;J;0;;;;;;;47.982.150/0001-01;083970100;cantodovinhovix@gmail.com;  /  /;;;325368;RESTAURANTE CANTO;0;;;;0;
325.367;RESTAURANTE LA;RESTAURANTE LA TAVOLA LTDA EPP;;SE;ARACAJU;TREZE DE JULHO;Avenida Governador Paulo Barreto de Menezes,6 - SALA 01;49020-010;-11;-37;J;0;;;;;;;32.740.383/0001-20;270753249;grazi@latavola.com.br;  /  /;;;325367;RESTAURANTE LA;0;;;;0;
146.371;RESTAURANTE MEZZA;RESTAURANTE MEZZA NOTTE LTDA;COM:41-3323.7490;PR;CURITIBA;SANTA FELICIDADE;Avenida Manoel Ribas,5657;82400-000;-25;-49;J;0;;;;;;;01.336.448/0001-43;;prescontabilidade@terra.com.br;  /  /;;;146371;RESTAURANTE MEZZA;0;;;a;0;
